prev,curr,type,n
Flora_(Titian),Laura_(Giorgione),link,15
Florinda_Bolkan,David_di_Donatello_for_Best_Actress,link,15
Francesco_Borromini,Michelangelo,link,15
Franklin_Delano_Roosevelt_High_School_(New_York_City),Dennis_Raphael,link,15
Frederic_Raphael,Oxbridge_Blues,link,15
Free_Association_of_German_Trade_Unions,Raphael_Friedeberg,link,15
Hans_Holbein_the_Younger,Titian,link,15
"Isabella,_or_the_Pot_of_Basil",Pre-Raphaelite_Brotherhood,link,15
James_H._Cone,Raphael_Warnock,link,15
Jeanne_Moreau,Michelangelo_Antonioni,link,15
Jeremy_Howard_(actor),Donatello_(Teenage_Mutant_Ninja_Turtles),link,15
Jesse_Jackson,Raphael_Warnock,link,15
Juilliard_String_Quartet,Raphael_Hillyer,link,15
June_Diane_Raphael,Alicia_Silverstone,link,15
June_Diane_Raphael,Curb_Your_Enthusiasm,link,15
June_Diane_Raphael,Splitting_Up_Together,link,15
King_Arthur,Pre-Raphaelite_Brotherhood,link,15
Kroll_Show,June_Diane_Raphael,link,15
La_grazia,71st_David_di_Donatello,link,15
Late_bloomer,Leonardo_da_Vinci,link,15
Leah,Michelangelo,link,15
Leonardo_da_Vinci,Doing_DaVinci,link,15
Leonardo_da_Vinci,Fresco,link,15
Leonardo_da_Vinci,Giovanni_Ambrogio_Figino,link,15
Leonardo_da_Vinci,Italian_scudo,link,15
Leonardo_da_Vinci,Pope_Leo_X,link,15
Leonardo_da_Vinci,Rembrandt,other,15
Leonardo_da_Vinci,Romorantin-Lanthenay,link,15
Leonardo_da_Vinci_(Isaacson_book),Andrew_Haigh,link,15
Life_Is_Beautiful,David_di_Donatello,link,15
List_of_Italian_film_directors,Michelangelo_Antonioni,link,15
List_of_Pre-Raphaelite_paintings,Flora_(De_Morgan),link,15
List_of_Pre-Raphaelite_paintings,Mrs_Coventry_Patmore_(Millais_painting),link,15
List_of_Pre-Raphaelite_paintings,Spring_(Millais_painting),link,15
List_of_Pre-Raphaelite_paintings,The_End_of_the_Song,link,15
List_of_Sephardi_chief_rabbis_of_the_Land_of_Israel,Raphael_Meir_Panigel,link,15
"List_of_erotica_by_George_Morland,_William_Ward_and_John_Raphael_Smith",George_Morland,link,15
"List_of_erotica_by_George_Morland,_William_Ward_and_John_Raphael_Smith",The_Victim_of_Lust,other,15
List_of_fictional_cars,Michelangelo_(Teenage_Mutant_Ninja_Turtles),link,15
List_of_paintings_by_Raphael,Alba_Madonna,link,15
List_of_paintings_by_Raphael,Holy_Family_under_an_Oak_Tree,link,15
List_of_paintings_by_Raphael,La_donna_gravida,link,15
List_of_paintings_by_Raphael,Madonna_with_the_Blue_Diadem,link,15
List_of_paintings_by_Raphael,Portrait_of_Agnolo_Doni,link,15
List_of_paintings_by_Raphael,Portrait_of_Pietro_Bembo_(Raphael),link,15
List_of_paintings_by_Raphael,"Portrait_of_a_Young_Woman_(Raphael,_Strasbourg)",link,15
List_of_paintings_by_Raphael,Saint_Catherine_of_Alexandria_(Raphael),link,15
List_of_paintings_by_Raphael,Saint_Sebastian_(Raphael),link,15
List_of_paintings_by_Raphael,Sistine_Madonna,link,15
List_of_statues,"David_(Donatello,_bronze)",link,15
List_of_transportation_fires,SS_Leonardo_da_Vinci_(1958),link,15
List_of_twins,Raphael_Soyer,link,15
List_of_works_by_Leonardo_da_Vinci,Alte_Pinakothek,link,15
List_of_works_by_Leonardo_da_Vinci,Main_Page,other,15
List_of_works_by_Michelangelo,Peter_Paul_Rubens,link,15
List_of_works_by_Titian,"Christ_and_the_Adulteress_(Titian,_Glasgow)",link,15
List_of_works_by_Titian,"Ecce_Homo_(Titian,_Vienna)",link,15
Luqa,Michelangelo_Sapiano,link,15
Madonna_(art),Leonardo_da_Vinci,link,15
Madonna_of_the_Pinks,Raphael,link,15
Main_Page,Andrea_del_Sarto,other,15
Main_Page,Donatello_(Teenage_Mutant_Ninja_Turtles),other,15
Major_archbishop_of_the_Syro-Malabar_Church,Raphael_Thattil,link,15
Marcello_Mastroianni,David_di_Donatello,link,15
Marilyn_Monroe,David_di_Donatello,link,15
Mass_Effect_3,Raphael_Sbarge,link,15
Matthew_II_of_Constantinople,Raphael_II_of_Constantinople,link,15
Maurice_Michael_Otunga,Raphael_S._Ndingi_Mwana_a'Nzeki,link,15
Michaelmas,Raphael_(archangel),link,15
Michelangelo,Florence_Cathedral,link,15
Michelangelo,Giotto,link,15
Michelangelo,Orsanmichele,link,15
Michelangelo,Sibyl,link,15
Michelangelo_Antonioni,Wim_Wenders,link,15
Michelangelo_Dying,Sharpie_Smile,link,15
Monument_to_Leonardo_da_Vinci,Leonardo_da_Vinci,link,15
Moses_(Michelangelo),Rome,link,15
Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,Leonardo_da_Vinci,link,15
National_Gallery,Michelangelo,link,15
Natural_selection,Leonardo_da_Vinci,link,15
Nazarene_movement,Raphael,link,15
Ninja_Turtles:_The_Next_Mutation,Michelangelo_(Teenage_Mutant_Ninja_Turtles),link,15
October_surprise,Raphael_Warnock,link,15
Old_Master,Anton_Raphael_Mengs,link,15
Orsanmichele,Saint_Louis_of_Toulouse_(Donatello),link,15
Palazzo_Farnese,Michelangelo,link,15
Palazzo_Pitti,"Penitent_Magdalene_(Titian,_1531)",link,15
Penitent_Magdalene_(Donatello),Populus_alba,link,15
Philip_Burne-Jones,Pre-Raphaelite_Brotherhood,link,15
Piazzale_Michelangelo,Sagrestia_Nuova,link,15
Pietà_(Michelangelo),Pyramid,link,15
Pioneer_plaque,Leonardo_da_Vinci,link,15
Populus_alba,Penitent_Magdalene_(Donatello),link,15
Portrait_of_Cardinal_Alessandro_Farnese_(Raphael),Pope_Paul_III,link,15
Portrait_of_Isabella_d'Este_(Titian),Titian,link,15
Portrait_of_a_Young_Man_(Raphael),Adam_Jerzy_Czartoryski,link,15
Portrait_of_a_Young_Man_(Raphael),Giorgio_Vasari,link,15
Pre-Raphaelite_Brotherhood,"Alfred,_Lord_Tennyson",link,15
Pre-Raphaelite_Brotherhood,"Gower_Street,_London",link,15
Pre-Raphaelite_Brotherhood,Joseph_Clare,link,15
Pre-Raphaelite_Brotherhood,Philip_Hermogenes_Calderon,link,15
Punisher:_War_Zone,June_Diane_Raphael,link,15
Quattrocento,Leonardo_da_Vinci,link,15
Ranuccio_Farnese_(cardinal),Titian,link,15
Raphael,Holy_Family_of_Francis_I,link,15
Raphael,Laocoön_and_His_Sons,link,15
Raphael,Lead-tin_yellow,link,15
Raphael,Lorenzetto,link,15
Raphael,Paubrasilia,link,15
Raphael,Polidoro_da_Caravaggio,link,15
Raphael,Ultramarine,link,15
Raphael,Vermilion,link,15
Raphael_(archangel),Catholic_Church,link,15
Raphael_(archangel),Mary_Frances_of_the_Five_Wounds,link,15
Raphael_(archangel),Tetramorph,link,15
Raphael_(archangel),The_Archangel_Raphael_and_Tobias_(Titian),link,15
Raphael_(archangel),The_Creation_(Haydn),link,15
Raphael_(archangel),Yahweh,link,15
Raphael_Assunção,Urijah_Faber,link,15
Raphael_Bob-Waksberg,Who_Framed_Roger_Rabbit,link,15
Raphael_Borges_Rodrigues,Melbourne_City_FC_Youth,link,15
Raphael_Botti,Army_United_F.C.,link,15
Raphael_Evers,Bloeme_Evers-Emden,link,15
Raphael_Falk_(geneticist),Ruma_Falk,link,15
Raphael_Lemkin,Invasion_of_Poland,link,15
Raphael_Lemkin,Siege_of_Carthage_(Third_Punic_War),link,15
Raphael_Lemkin,Untermensch,link,15
Raphael_Mechoulam,Anandamide,link,15
Raphael_Obermair,FC_Bayern_Munich_II,link,15
Raphael_Rossi,C.D._Mafra,link,15
Raphael_S._Ndingi_Mwana_a'Nzeki,John_Njue,link,15
Raphael_Saadiq,A_Seat_at_the_Table,link,15
Raphael_Saadiq,Prince_(musician),link,15
Raphael_Sbarge,Shiloh_2:_Shiloh_Season,link,15
Raphael_Semmes,Charlotte_Hall_Military_Academy,link,15
Raphael_Veiga,Associação_Portuguesa_de_Desportos,link,15
Raphael_Warnock,Alex_Padilla,link,15
Raphael_Warnock,Sam_Nunn,link,15
Raphael_of_Brooklyn,Brooklyn,link,15
Ravensbrück_concentration_camp,Michelangelo_in_Ravensbrück,link,15
Ray_Ray_(album),Raphael_Saadiq,link,15
Ready_Now,Raphael_Saadiq,link,15
Restoration_of_the_Sistine_Chapel_frescoes,Raphael_Cartoons,link,15
Rise_of_the_Teenage_Mutant_Ninja_Turtles:_The_Movie,Michelangelo_(Teenage_Mutant_Ninja_Turtles),link,15
Saint_Avangeline,Pre-Raphaelite_Brotherhood,link,15
Saint_George_and_the_Dragon_(Raphael),National_Gallery_of_Art,link,15
Sally_Jessy_Raphael,Carnegie_Mellon_University,link,15
Same-sex_relationship,Donatello,link,15
Same-sex_relationship,Michelangelo,link,15
Samson_Raphael_Hirsch,Rahel_Hirsch,link,15
Santa_Maria_Novella,Masaccio,link,15
"Santa_Maria_del_Carmine,_Florence",Masaccio,link,15
"Santo_Spirito,_Florence",Michelangelo,link,15
Satyajit_Ray,Michelangelo_Antonioni,link,15
Science_and_inventions_of_Leonardo_da_Vinci,Fluid_dynamics,link,15
Science_and_inventions_of_Leonardo_da_Vinci,Virgin_of_the_Rocks,link,15
Seven_heavens,Michelangelo_Caetani,link,15
Sigmund_Freud_bibliography,"Leonardo_da_Vinci,_A_Memory_of_His_Childhood",link,15
Situs_inversus,Leonardo_da_Vinci,link,15
Sleeping_Cupid_(Michelangelo),Lorenzo_di_Pierfrancesco_de'_Medici,link,15
Someday_(The_Strokes_song),Gordon_Raphael,link,15
Songwriter_(film),Mickey_Raphael,link,15
Sorbonne_University,Raphael_Armattoe,link,15
Soviet_sale_of_Hermitage_paintings,Saint_George_and_the_Dragon_(Raphael),link,15
Striped_Raphael_catfish,Platydoras_costatus,link,15
The_Death_of_Masaccio,Masaccio,link,15
The_Deposition_(Michelangelo),Joseph_of_Arimathea,link,15
The_Ecstasy_of_Saint_Cecilia,Raphael,link,15
The_Hireling_Shepherd,Pre-Raphaelite_Brotherhood,link,15
The_Lament_for_Icarus,Pre-Raphaelite_Brotherhood,link,15
The_Last_Judgment_(Michelangelo),Main_Page,other,15
The_Last_Judgment_(Michelangelo),Marcello_Venusti,link,15
The_Marriage_of_the_Virgin_(Raphael),Marriage_of_the_Virgin,link,15
The_Martyrdom_of_Saint_Lawrence_(Titian),Titian,link,15
The_Monuments_Men,Michelangelo,link,15
The_Rape_of_Proserpina,Michelangelo,link,15
The_School_of_Athens,Anton_Raphael_Mengs,link,15
The_Ten_Commandments_(1956_film),Moses_(Michelangelo),link,15
The_Virgin_and_Child_with_Saint_Anne_(Leonardo),List_of_works_by_Leonardo_da_Vinci,link,15
Titian,Mannerism,link,15
Titian,Venetian_Arsenal,link,15
Titian,Vermilion,link,15
Titian_Peale,Charles_Willson_Peale,link,15
Titian_hair,Brown,link,15
Tom_Hulce,David_di_Donatello_for_Best_Foreign_Actor,link,15
Tribology,Leonardo_da_Vinci,link,15
Uffizi,The_Tribute_Money_(Masaccio),link,15
Vincent_van_Gogh,Michelangelo,other,15
Vincenzo_Peruggia,Titian,link,15
Violet_(color),Pre-Raphaelite_Brotherhood,link,15
Vittoria_Colonna,Michelangelo,link,15
We_Are_the_World_25_for_Haiti,Raphael_Saadiq,link,15
Wedding_of_Mary_I_of_England_and_Philip_of_Spain,Titian,link,15
Western_world,Leonardo_da_Vinci,link,15
William_Shakespeare,Raphael_Holinshed,link,15
Yosef_Hadane,Raphael_Hadane,link,15
Yuval_Raphael,Noam_Bettan,link,15
Yuval_Raphael,October_7_attacks,link,15
other-empty,54th_David_di_Donatello,external,15
other-empty,David_di_Donatello_for_Best_Sound,external,15
other-empty,"Feast_of_Saint_Raphael,_Ollur",external,15
other-empty,Hayyim_ben_Isaac_Raphael_Alfandari,external,15
other-empty,Lamentation_over_the_Dead_Christ_(Donatello),external,15
other-empty,Michelangelo_Naccherino,external,15
other-empty,Michelangelo_Rucci,external,15
other-empty,Michelangelo_in_Ravensbrück,external,15
other-empty,Raphael_Cerrato,external,15
other-empty,Raphael_Cox,external,15
other-empty,Raphael_Maltinsky,external,15
other-empty,Raphael_Martinho,external,15
other-empty,Raphael_Popov,external,15
other-empty,Raphael_Sealey,external,15
other-empty,Raphaela_Lukudo,external,15
other-empty,St._Raphaela's_School,external,15
other-empty,Supper_at_Emmaus_(Titian),external,15
other-empty,The_Fall_of_Phaeton_(Michelangelo),external,15
other-empty,Venus_and_Cupid_(Titian),external,15
other-external,David_di_Donatello,external,15
other-external,Raphael_De_Niro,external,15
other-external,"Saint_George_(Raphael,_Louvre)",external,15
other-internal,Michelangelo_Antonioni_filmography,external,15
other-internal,The_Titan:_Story_of_Michelangelo,external,15
other-other,Michelangelo_phenomenon,external,15
other-other,Sleeping_Cupid_(Michelangelo),external,15
other-search,Leonardo_da_Vinci_Art_Institute,external,15
other-search,Mary_F._Raphael,external,15
other-search,"Penitent_Magdalene_(Titian,_1550)",external,15
other-search,Raphael_Chikukwa,external,15
other-search,Raphael_Draccon,external,15
other-search,Raphael_Nnanna_Igbokwe,external,15
other-search,"Saint_Raphael_Catholic_Church_(Koloa,_Hawaii)",external,15
other-search,Titian's_Mistress,external,15
12:51_(The_Strokes_song),Gordon_Raphael,link,14
1930_FIFA_World_Cup,Raphael_Tracey,link,14
1980_in_film,June_Diane_Raphael,link,14
2020_Copa_Libertadores_final,Raphael_Veiga,link,14
2021_Copa_Libertadores_final,Raphael_Veiga,link,14
2024_OFC_Men's_Nations_Cup_squads,Raphael_Lea'i,link,14
2026_FIFA_World_Cup_round_of_32,Raphael_Claus,link,14
3D_(TLC_album),Raphael_Saadiq,link,14
A_Man_with_a_Quilted_Sleeve,Titian,link,14
A_Treatise_on_Painting,List_of_works_by_Leonardo_da_Vinci,link,14
Abbott_Elementary_season_4,June_Diane_Raphael,link,14
Academic_art,Pre-Raphaelite_Brotherhood,link,14
Adam_Karol_Czartoryski,Portrait_of_a_Young_Man_(Raphael),link,14
Alberto_Brignoli,Michelangelo_Rampulla,link,14
Alfonso_I_d'Este,Titian,link,14
American_Pre-Raphaelites,Mary_Louise_Booth,link,14
Andrea_Gritti,Titian,link,14
Andrea_del_Sarto,Chiostro_dello_Scalzo,link,14
Angel_(Michelangelo),List_of_works_by_Michelangelo,link,14
Anton_Raphael_Mengs,William_Burton_Conyngham,link,14
Anton_Raphael_Mengs,Ústí_nad_Labem,link,14
Apollo_(Michelangelo),Leah_(sculpture),link,14
Arthur_Ruppin,Raphael_Falk_(geneticist),link,14
Bacchus_(disambiguation),Bacchus_(Michelangelo),link,14
Bargello,Saint_George_(Donatello),link,14
Battle_of_Anghiari,Leonardo_da_Vinci,link,14
Battle_of_Lepanto,Titian,link,14
Belle_Époque,Pre-Raphaelite_Brotherhood,link,14
Benvenuto_Cellini,Judith_and_Holofernes_(Donatello),link,14
Book_of_Esther,Michelangelo,link,14
Brian_Chesky,Leonardo_da_Vinci,link,14
Brutus_(Michelangelo),Michelangelo,link,14
Burial_of_Jesus,The_Deposition_(Raphael),link,14
Callisto_(mythology),Titian,link,14
Cardinal_and_Theological_Virtues_(Raphael),Putto,link,14
Chios_massacre,Raphael_Lemkin,link,14
Conservation-restoration_of_Leonardo_da_Vinci's_The_Last_Supper,Leonardo_da_Vinci,link,14
Construction_of_the_Egyptian_pyramids,Leonardo_da_Vinci,link,14
Crucifix_(Michelangelo),Battle_of_the_Centaurs_(Michelangelo),link,14
Cultural_references_to_Leonardo_da_Vinci,Leonardo_da_Vinci_(2024_film),link,14
Cupid,Sleeping_Cupid_(Michelangelo),link,14
DAVINCI,Leonardo_da_Vinci,link,14
Danaë_(Titian_paintings),The_Death_of_Actaeon,link,14
"David_(Donatello,_bronze)",Michelozzo,link,14
David_(Michelangelo),Drapery,link,14
David_di_Donatello_for_Best_Film,Parthenope_(film),link,14
Death_Battle,Michelangelo_(Teenage_Mutant_Ninja_Turtles),link,14
Distemper_(paint),Raphael_Cartoons,link,14
Donatello,"Basilica_of_San_Lorenzo,_Florence",link,14
Donatello,Brunelleschi_Crucifix,link,14
Donatello,"Madonna_and_Child_(Donatello,_Louvre)",link,14
Donatello,Piot_Madonna,link,14
Donatello_(Teenage_Mutant_Ninja_Turtles),Rise_of_the_Teenage_Mutant_Ninja_Turtles:_The_Movie,link,14
Dreadnought_hoax,Pre-Raphaelite_Brotherhood,link,14
Edgar_Degas,Titian,link,14
Edna_O'Brien,"St._Raphael's_College,_Loughrea",link,14
Elon_Musk_(Isaacson_book),Leonardo_da_Vinci,link,14
Eurydice,Titian,link,14
Florence_Baptistery,Donatello,link,14
Florentine_Renaissance_art,Leonardo_da_Vinci,link,14
Frederic_Raphael,Stanley_Kubrick,link,14
Galatea_(Raphael),Fresco,link,14
Gallery_of_the_Sistine_Chapel_ceiling,Michelangelo,link,14
Gherardo,Michelangelo,link,14
Giotto,Masaccio,link,14
Golden_Lion,Michelangelo_Antonioni,link,14
Guarani_FC,"Raphael_Rodrigues_(footballer,_born_1999)",link,14
Hampton_Court_Palace,Raphael_Cartoons,link,14
High_culture,Michelangelo,link,14
History_of_paleontology,Leonardo_da_Vinci,link,14
History_of_the_nude_in_art,Michelangelo,link,14
History_of_the_tank,Leonardo_da_Vinci,link,14
Holy_Trinity_(Masaccio),Trompe-l'œil,link,14
Home_Economics_(TV_series),June_Diane_Raphael,link,14
Identification_of_a_Woman,Michelangelo_Antonioni_filmography,link,14
Imperia_Cognati,Raphael,link,14
Indy_NXT,Raphael_Matos,link,14
Introducing_Joss_Stone,Raphael_Saadiq,link,14
Italian_Renaissance_painting,Donatello,link,14
Japanese_New_Wave,Michelangelo_Antonioni,link,14
John_Raphael_Smith,Mezzotint,link,14
Judith_and_Holofernes_(Donatello),Literary_topos,link,14
Julius_Shulman,Raphael_Soriano,link,14
June_Diane_Raphael,Danielle_Schneider,link,14
June_Diane_Raphael,Main_Page,other,14
June_Diane_Raphael,Players_(2010_TV_series),link,14
June_Diane_Raphael,Whitney_(TV_series),link,14
La_grazia,David_di_Donatello,link,14
Labour_and_Socialist_International,Raphael_Abramovitch,link,14
Laocoön_and_His_Sons,Raphael,link,14
Laurentian_Library,Michelangelo,link,14
Leonardo's_horse,List_of_works_by_Leonardo_da_Vinci,link,14
Leonardo_da_Vinci,Albert_Einstein,other,14
Leonardo_da_Vinci,Benjamin_Franklin,other,14
Leonardo_da_Vinci,Leon_Battista_Alberti,link,14
Leonardo_da_Vinci,Mercury_(element),link,14
Leonardo_da_Vinci,Sistine_Chapel,other,14
Leonardo_da_Vinci,Theotokos,link,14
Leonardo_da_Vinci,Vineyard,link,14
Leonardo_da_Vinci_(2024_film),Ken_Burns,link,14
Less_is_more,Andrea_del_Sarto_(poem),link,14
Lisa_del_Giocondo,Andrea_del_Sarto,link,14
List_of_Epic_Rap_Battles_of_History_episodes,Michelangelo,link,14
List_of_Epic_Rap_Battles_of_History_episodes,Raphael,link,14
List_of_Nailed_It!_episodes,June_Diane_Raphael,link,14
List_of_Pre-Raphaelite_paintings,"At_Binsey,_near_Oxford",link,14
List_of_Pre-Raphaelite_paintings,John_Melhuish_Strudwick,link,14
List_of_Pre-Raphaelite_paintings,Mariana_in_the_South,link,14
List_of_Pre-Raphaelite_paintings,Pia_de'_Tolomei_(Rossetti),link,14
List_of_Pre-Raphaelite_paintings,Roman_Widow_(Rossetti),link,14
List_of_Pre-Raphaelite_paintings,Sponsa_de_Libano,link,14
List_of_Pre-Raphaelite_paintings,The_Love_Potion,link,14
List_of_Pre-Raphaelite_paintings,The_Mill_(Burne-Jones),link,14
List_of_Roman_and_Byzantine_empresses,Flavia_Titiana,link,14
List_of_culture_heroes,Raphael_(archangel),link,14
List_of_diplomatic_missions_of_the_Philippines,Raphael_Lotilla,link,14
List_of_paintings_by_Raphael,Cardinal_and_Theological_Virtues_(Raphael),link,14
List_of_paintings_by_Raphael,Holy_Family_of_Francis_I,link,14
List_of_paintings_by_Raphael,Madonna_del_Prato_(Raphael),link,14
List_of_paintings_by_Raphael,Madonna_of_the_Pinks,link,14
List_of_paintings_by_Raphael,Raphael_Rooms,link,14
List_of_people_considered_father_or_mother_of_a_scientific_field,Leonardo_da_Vinci,link,14
List_of_people_from_Atlanta,Raphael_Warnock,link,14
List_of_popes,The_Last_Judgment_(Michelangelo),link,14
List_of_stolen_paintings,Raphael,link,14
List_of_things_named_after_Leonardo_da_Vinci,Rome_Fiumicino_Airport,link,14
List_of_works_by_Leonardo_da_Vinci,Czartoryski_Museum,link,14
List_of_works_by_Leonardo_da_Vinci,Francesco_di_Giorgio_Martini,link,14
List_of_works_by_Titian,Lucretia_and_her_Husband_Lucius_Tarquinius_Collatinus,link,14
List_of_works_by_Titian,"Penitent_Magdalene_(Titian,_1531)",link,14
List_of_works_by_Titian,Perseus_and_Andromeda_(Titian),link,14
List_of_works_by_Titian,"Portrait_of_a_Lady_(Titian,_Chicago)",link,14
List_of_works_in_the_Louvre,Titian,link,14
Loyal_to_the_Game,Raphael_Saadiq,link,14
Luca_della_Robbia,Giovanni_della_Robbia,link,14
Madonna_del_Prato_(Raphael),Madonna_del_Cardellino,link,14
Madonna_of_the_Stairs,List_of_works_by_Michelangelo,link,14
Main_Page,The_Last_Judgment_(Michelangelo),other,14
Man,Michelangelo,link,14
Marconi-class_submarine,Italian_submarine_Leonardo_da_Vinci_(1939),link,14
Marina_Raphael,Daniel_Swarovski,link,14
Martin_Scorsese,Michelangelo_Antonioni,link,14
Marvin_Minsky,Bertram_Raphael,link,14
Mellon_Collie_and_the_Infinite_Sadness,Raphael,link,14
Michael_Eisner,Raphael_Bob-Waksberg,link,14
Michel_Deville,"Raphael,_or_The_Debauched_One",link,14
Michelangelo,Andrei_Konchalovsky,link,14
Michelangelo,Fall_of_man,link,14
Michelangelo,Genealogy_of_Jesus,link,14
Michelangelo,Rembrandt,other,14
Michelangelo,Santa_Maria_Novella,link,14
Michelangelo,Shakespeare's_sonnets,link,14
Michelangelo_(Teenage_Mutant_Ninja_Turtles),Peter_Laird,link,14
Michelangelo_(Teenage_Mutant_Ninja_Turtles),Teenage_Mutant_Ninja_Turtles:_Shredder's_Revenge,link,14
Michelangelo_Alessandro_Colli-Marchi,Battle_of_Mondovì,link,14
Michelangelo_Antonioni,Composition_(visual_arts),link,14
Michelangelo_Antonioni,Federico_Fellini,link,14
Michelangelo_Antonioni,Martin_Scorsese,link,14
Michelangelo_Antonioni,Miklós_Jancsó,link,14
Michelangelo_Antonioni_filmography,The_White_Sheik,link,14
Michelangelo_Rampulla,ASD_HSL_Derthona,link,14
Michelangelo_Rampulla,Massimiliano_Maddaloni,link,14
Modern_Style_(British_Art_Nouveau_style),Pre-Raphaelite_Brotherhood,link,14
Mona_Lisa_replicas_and_reinterpretations,Cultural_references_to_Leonardo_da_Vinci,link,14
Mona_Lisa_replicas_and_reinterpretations,Leonardo_da_Vinci,link,14
Moses_(Michelangelo),13,other,14
Murder_of_Ahmaud_Arbery,Raphael_Warnock,link,14
Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,List_of_museums_in_Milan,link,14
Never_Enough_(Daniel_Caesar_album),Raphael_Saadiq,link,14
Nidhe_Israel_Synagogue,Raphael_Hayyim_Isaac_Carregal,link,14
Obed_(biblical_figure),Michelangelo,link,14
Ophelia_(Heyser),Pre-Raphaelite_Brotherhood,link,14
Order_of_the_Golden_Spur,Raphael,link,14
Orsanmichele,Donatello,link,14
Orthodox_Judaism,Raphael_Cohen,link,14
Pareidolia,Leonardo_da_Vinci,link,14
Paul_Gauguin,Raphael,link,14
Peach,Raphaelle_Peale,link,14
Perseus_and_Andromeda_(Titian),Andromeda_(mythology),link,14
Personal_life_of_Leonardo_da_Vinci,Isabella_d'Este,link,14
Personal_life_of_Leonardo_da_Vinci,Virgin_of_the_Rocks,link,14
Pesaro_Madonna,Titian,link,14
Peter_Paul_Rubens,Raphael,link,14
Photorealism,Raphaella_Spence,link,14
Pierre-Auguste_Renoir,Raphael,link,14
Pietà_(Michelangelo),SS_Cristoforo_Colombo,link,14
Po_(river),Leonardo_da_Vinci,link,14
Pope_Paul_III,The_Last_Judgment_(Michelangelo),link,14
Portrait,Leonardo_da_Vinci,link,14
Portrait_of_Pope_Paul_III_(Titian),Pope_Paul_III,link,14
Portrait_of_a_Young_Man_(Raphael),Plenipotentiary,link,14
Portrait_of_a_Young_Man_(Raphael),Raging_Abe_Simpson_and_His_Grumbling_Grandson_in_'The_Curse_of_the_Flying_Hellfish',link,14
"Portrait_of_a_Young_Woman_(Raphael,_Strasbourg)",La_Fornarina,link,14
Portsmouth_jihadists,Raphael_Hostey,link,14
Pre-Raphaelite_Brotherhood,Benjamin_Robert_Haydon,link,14
Pre-Raphaelite_Brotherhood,David_Wilkie_(artist),link,14
Q-Tip_discography,Get_Involved_(Raphael_Saadiq_and_Q-Tip_song),link,14
Raffaello,Raphael,link,14
Raphael,Bismuth,link,14
Raphael,Elegiac,link,14
Raphael,Hierarchy_of_genres,link,14
Raphael,La_belle_jardinière,link,14
Raphael,Old_Master,link,14
Raphael,Sandro_Botticelli,other,14
Raphael,Sistine_Chapel_ceiling,link,14
Raphael_(archangel),Cape_of_Good_Hope,link,14
Raphael_(archangel),Haninah_ben_Teradion,link,14
Raphael_(archangel),Judaism,link,14
Raphael_(archangel),Life_of_Adam_and_Eve,link,14
Raphael_(archangel),"Saint-Raphaël,_Var",link,14
Raphael_Abramovitch,Mensheviks,link,14
Raphael_Akpejiori,Glen_Johnson_(boxer),link,14
Raphael_Assunção,UFC_200,link,14
Raphael_Bob-Waksberg,The_Lego_Movie_2:_The_Second_Part,link,14
Raphael_Cartoons,Parthenon,link,14
Raphael_Clarke,Xavier_Clarke,link,14
Raphael_Cormack,Durham_University,link,14
Raphael_Gualazzi,Urbino,link,14
Raphael_Honigstein,Julien_Laurens,link,14
Raphael_II_of_Constantinople,Neophytus_II_of_Constantinople,link,14
Raphael_Lemkin,Hayim_Nahman_Bialik,link,14
Raphael_Nathan,Purim,link,14
Raphael_Netz,Jessica_von_Bredow-Werndl,link,14
Raphael_Patai,The_Hebrew_Goddess,link,14
Raphael_Saadiq,J_Dilla,link,14
Raphael_Saadiq_production_discography,Cuff_It,link,14
Raphael_Sbarge,Carnosaur_(film),link,14
Raphael_Sbarge,My_Man_Adam,link,14
Raphael_Sbarge,Talking_Cricket,link,14
Raphael_Semmes,Commerce_raiding,link,14
Raphael_Thattil,Eminence_(style),link,14
Raphael_Utzig,Cong_An_Ho_Chi_Minh_City_FC,link,14
Raphael_Utzig,Zira_FK,link,14
Raphael_Wallfisch,Maya_Lasker-Wallfisch,link,14
Raphael_Warnock,Nathan_Deal,link,14
Raphael_Warnock,Republican_Party_(United_States),link,14
Raphael_Warnock,Richard_Dien_Winfield,link,14
Raphael_of_Brooklyn,Nepotism,link,14
Raphael_of_Brooklyn,Platon_Rozhdestvensky,link,14
Recoilless_rifle,Leonardo_da_Vinci,link,14
Renaissance_art,The_Last_Judgment_(Michelangelo),link,14
Replicas_of_Michelangelo's_David,Cast_Courts,link,14
Reptilia_(song),Gordon_Raphael,link,14
Republic_of_Venice,Donatello,link,14
Restoration_of_the_Sistine_Chapel_frescoes,Michelangelo,link,14
Restoration_of_the_Sistine_Chapel_frescoes,The_Last_Judgment_(Michelangelo),link,14
Rome,Michelangelo,link,14
SS_Conte_Biancamano,Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,link,14
SS_Leonardo_da_Vinci_(1958),MS_Giulio_Cesare,other,14
SS_Michelangelo,Ocean_liner,link,14
Sally_Jessy_Raphael,Logo_TV,link,14
Sally_Jessy_Raphael,The_Equalizer_(1985_TV_series),link,14
Samson_Raphael_Hirsch,Abraham_Geiger,link,14
